編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPSOMLOLNHMFFCB38CC,7,16.49,見其他登記事項,見其他登記事項,99年6月4日,三十八層,
RPSOMLOLNHMFFCB38CC,7,30.39,見其他登記事項,見其他登記事項,99年6月4日,三十八層,
RPXOMLOLNHMFFCB88CC,23,147.29,住家用,鋼筋混凝土造,83年7月21日,二十四層,
RPXOMLOLNHMFFCB88CC,23,49.08,共有部分,鋼筋混凝土造,83年7月21日,二十四層,
RPPPMLPLNHMFFCB28CC,17,207.66,住家用,鋼筋混凝土造,89年6月5日,十二層,
RPPPMLPLNHMFFCB28CC,17,122.80,共有部分,鋼筋混凝土造,89年6月5日,十二層,
RPPPMLPLNHMFFCB28CC,17,14.96,共有部分,鋼筋混凝土造,89年6月5日,十二層,
RPSPMLPLNHMFFCB58CC,7,32.43,見其他登記事項,鋼筋混凝土造,99年2月1日,十二層,
RPVPMLPLNHMFFCB88CC,8,45.25,住家用,鋼筋混凝土造,98年8月13日,二十六層,
RPVPMLPLNHMFFCB88CC,8,3.80,見其他登記事項,鋼筋混凝土造,98年8月13日,二十六層,
RPVPMLPLNHMFFCB88CC,8,17.80,見其他登記事項,鋼筋混凝土造,98年8月13日,二十六層,
RPXPMLPLNHMFFCB09CC,8,47.65,住家用,鋼筋混凝土造,98年8月13日,二十六層,
RPXPMLPLNHMFFCB09CC,8,41.78,見其他登記事項,鋼筋混凝土造,98年8月13日,二十六層,
RPXPMLPLNHMFFCB09CC,8,18.85,見其他登記事項,鋼筋混凝土造,98年8月13日,二十六層,
RPOQMLPLNHMFFCB28CC,26,94.35,商業用,鋼筋混凝土造,80年7月11日,十四層,
RPPQMLPLNHMFFCB38CC,8,37.80,見其他登記事項,鋼筋混凝土造,98年8月13日,二十六層,
RPQQMLPLNHMFFCB48CC,8,65.94,住家用,鋼筋混凝土造,98年8月13日,十八層,
RPQQMLPLNHMFFCB48CC,8,43.16,見其他登記事項,鋼筋混凝土造,98年8月13日,二十六層,
RPQQMLPLNHMFFCB48CC,8,23.35,見其他登記事項,鋼筋混凝土造,98年8月13日,二十六層,
RPRQMLPLNHMFFCB58CC,8,45.25,住家用,鋼筋混凝土造,98年8月13日,二十六層,
RPRQMLPLNHMFFCB58CC,8,3.80,見其他登記事項,鋼筋混凝土造,98年8月13日,二十六層,
RPRQMLPLNHMFFCB58CC,8,17.80,見其他登記事項,鋼筋混凝土造,98年8月13日,二十六層,
RPTQMLPLNHMFFCB78CC,8,35.91,見其他登記事項,鋼筋混凝土造,98年8月13日,二十六層,
RPVQMLPLNHMFFCB98CC,7,47.76,住家用,鋼筋混凝土造,99年2月1日,十一層,
RPVQMLPLNHMFFCB98CC,7,17.59,見其他登記事項,鋼筋混凝土造,99年2月1日,十二層,
RPVQMLPLNHMFFCB98CC,7,6.59,見其他登記事項,鋼筋混凝土造,99年2月1日,十二層,
RPWQMLPLNHMFFCB09CC,8,45.25,住家用,鋼筋混凝土造,98年8月13日,二十六層,
RPWQMLPLNHMFFCB09CC,8,3.79,見其他登記事項,鋼筋混凝土造,98年8月13日,二十六層,
RPWQMLPLNHMFFCB09CC,8,17.80,見其他登記事項,鋼筋混凝土造,98年8月13日,二十六層,
RPXOMLPLNHMFFAB78CC,3,147.20,見其他登記事項,鋼筋混凝土造,103年10月1日,八層,
RPOPMLPLNHMFFAB97CC,5,108.23,見其他登記事項,鋼筋混凝土造,100年11月30日,十五層,
RPVSMLPLNHMFFBB09CC,11,31.88,共有部份,鋼筋混凝土造,94年12月8日,十八層,
RPWSMLPLNHMFFBB56CC,11,31.88,共有部份,鋼筋混凝土造,94年12月8日,十八層,
RPROMLPLNHMFFGL17CC,2,125.40,見其他登記事項,鋼筋混凝土造,104年7月27日,四層,
