╢m┬эел░╧,ецйЎ╝╨к║,дgжa░╧мqжь╕mй╬л╪кл░╧к∙╡P,дgжa▓╛┬р┴`н▒┐nендшд╜д╪,│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬╜sйw,ецйЎж~дыдщ,ецйЎ╡з┤╔╝╞,▓╛┬р╝hж╕,┴`╝╙╝h╝╞,л╪кллм║A,еDнnе╬│~,еDнnл╪зў,л╪┐vз╣жиж~ды,л╪кл▓╛┬р┴`н▒┐nендшд╜д╪,л╪кл▓{кpоцз╜-й╨,л╪кл▓{кpоцз╜-╞U,л╪кл▓{кpоцз╜-╜├,л╪кл▓{кpоцз╜-╣j╢б,ж│╡L║▐▓z▓╒┬┤,┴`╗∙д╕,│ц╗∙иCендшд╜д╪,иожь├■зO,иожь▓╛┬р┴`н▒┐nендшд╜д╪,иожь┴`╗∙д╕,│╞╡∙,╜s╕╣
▓HдЇ░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел▓HдЇ░╧дддsе_╕ЇдGмq211~240╕╣,27.0,жэ,,,1060301,дgжa1л╪кл1иожь1,дE╝h,дQдT╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1060220,177.94,3,1,2,ж│,ж│,16300000,91604,йY╣Dенн▒,31.81,0,,RPQNMLMKOHMFFEF28CA
▓HдЇ░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел▓HдЇ░╧дддsе_╕ЇдGмq211~240╕╣,27.32,жэ,,,1060301,дgжa1л╪кл1иожь2,дQд@╝h,дQдT╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1060220,209.74,3,1,2,ж│,ж│,17970000,85678,йY╣Dенн▒,63.62,0,,RPSNMLMKOHMFFEF48CA
▓HдЇ░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел▓HдЇ░╧дддsе_╕ЇдGмq211~240╕╣,27.32,жэ,,,1031001,дgжa1л╪кл1иожь1,е|╝h,дQдT╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1060220,179.4,3,1,2,ж│,ж│,15130000,84337,йY╣Dенн▒,31.81,0,,RPTNMLMKOHMFFEF58CA
╖чк┌░╧,дgжa,кўе╩е█мq1~30жa╕╣,96.0,,пSйw▒Mе╬░╧,пSйwе╪к║и╞╖~е╬жa,1060101,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,345600,3600,,0.0,0,й╙п▓к╠┴╩╢R,RPRNMLMLNHMFFFF48CA
╖чк┌░╧,дgжa,кўе╩е█мq1~30жa╕╣,94.0,,пSйw▒Mе╬░╧,ец│qе╬жa,1060301,дgжa3л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,338400,3600,,0.0,0,й╙п▓к╠┴╩╢R,RPTNMLMLNHMFFFF68CA
╖чк┌░╧,дgжa,кўе╩е█мq1~30жa╕╣,92.0,,пSйw▒Mе╬░╧,пSйwе╪к║и╞╖~е╬жa,1060301,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,294400,3200,,0.0,0,й╙п▓к╠┴╩╢R,RPUNMLMLNHMFFFF78CA
╖чк┌░╧,дgжa,кўе╩е█мq1~30жa╕╣,75.0,,пSйw▒Mе╬░╧,ец│qе╬жa,1060101,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,270000,3600,,0.0,0,й╙п▓к╠┴╩╢R,RPVNMLMLNHMFFFF88CA
▓HдЇ░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел▓HдЇ░╧╖sелд@╕Їд@мq361~390╕╣,28.95,жэ,,,1060401,дgжa1л╪кл1иожь1,дQд@╝h,дQдн╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1040819,159.10000000000002,3,1,2,ж│,╡L,8800000,58306,йY╣Dенн▒,29.61,1250000,,RPROMLKLOHMFFEF38CA
▓HдЇ░╧,й╨жa(дgжa+л╪кл),╖sе_ел▓HдЇ░╧дде┐╕ЇдGмq22л╤1~30╕╣,5.03,░╙,,,1060401,дgжa1л╪кл1иожь0,дQдT╝h,дGдQе|╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0850217,83.47,2,1,1,ж│,ж│,4500000,53905,,0.0,0,,RPVOMLKLOHMFFEF78CA
кўдs░╧,й╨жa(дgжa+л╪кл),╖sе_елкўдs░╧дддs╕Ї301~330╕╣,49.71,жэ,,,1060401,дgжa1л╪кл1иожь0,д@╝hбAигифеL╡n░Oи╞╢╡,дн╝h,й▒н▒(й▒╛Q),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1051013,120.64,0,0,0,╡L,╡L,14320000,118700,,0.0,0,,RPOPMLSJOHMFFDF68CA
ж┴дю░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елж┴дю░╧й╛дT╡є120л╤31~60╕╣,78.23,,дsйYжaлOи|░╧,д■║╪л╪┐vе╬жa,1060401,дgжa1л╪кл1иожь1,дG╝hбAжaдUд@╝hбAд@╝h,е|╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0800603,241.4,4,3,3,ж│,ж│,16400000,67937,йY╣Dенн▒,45.39,0,,RPQOMLTJOHMFFDF88CA
ж┴дю░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елж┴дю░╧дд┐│╕Ї151~180╕╣,8.24,жэ,,,1060401,дgжa1л╪кл1иожь1,дн╝h,дQдн╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1050420,81.1,1,1,1,ж│,ж│,8790000,124165,йY╣Dенн▒,27.22,2100000,,RPUQMLLJOHMFFDF68CA
ж┴дю░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елж┴дю░╧дд┐│╕Ї151~180╕╣,11.54,жэ,,,1060401,дgжa1л╪кл1иожь1,дQд@╝h,дQдн╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1050420,97.81,2,2,1,ж│,ж│,10800000,119080,йY╣Dенн▒,24.33,2050000,,RPVQMLLJOHMFFDF78CA
ж┴дю░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елж┴дю░╧лOк°╕Ї51л╤1~30╕╣,22.41,жэ,,,1060501,дgжa1л╪кл1иожь1,дG╝h,дQд@╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1041020,150.5,3,2,2,ж│,ж│,9600000,69543,йY╣Dенн▒,31.15,1300000,,RPPOMLLJOHMFFDF97CA
ж┴дю░╧,й╨жa(дgжa+л╪кл),╖sе_елж┴дю░╧╝╠╛Ёд@╕Ї181~210╕╣,7.59,жэ,,,1060401,дgжa1л╪кл1иожь0,дT╝h,дQдT╝h,оMй╨(1й╨1╞U1╜├),жэоaе╬,┐√╡м▓V╛одg│y,0860315,43.400000000000006,1,1,1,ж│,ж│,4600000,105991,,0.0,0,,RPWOMLTKNHMFFDF86CA
ж┴дю░╧,й╨жa(дgжa+л╪кл),╖sе_елж┴дю░╧дп╖R╕Ї316л╤1~30╕╣,15.7,жэ,,,1060401,дgжa1л╪кл1иожь0,дE╝h,дQдT╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0841205,84.38,2,2,1,ж│,ж│,7140000,84617,,0.0,0,,RPOOMLOLNHMFFDF28CA
ж┴дю░╧,й╨жa(дgжa+л╪кл),╖sе_елж┴дю░╧╖s╗Oдн╕ЇдGмq241~270╕╣,10.73,жэ,,,1060401,дgжa2л╪кл1иожь0,е|╝h,дQдE╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0840320,82.93,2,1,1,ж│,ж│,3400000,40998,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPSOMLMLNHMFFDF48CA
ж┴дю░╧,й╨жa(дgжa+л╪кл),╖sе_елж┴дю░╧й╛з╡кF╕Ї481~510╕╣,18.15,жэ,,,1060401,дgжa1л╪кл1иожь0,дC╝h,дE╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0880414,100.16,3,2,2,ж│,ж│,7900000,78874,,0.0,0,,RPWNMLMLNHMFFDF78CA
ж┴дю░╧,иожь,╖sе_елж┴дю░╧║╓╝wд@╕Ї37л╤91~120╕╣,4.49,жэ,,,1060301,дgжa0л╪кл0иожь1,,,ифеL,,,,42.24,0,0,0,ж│,ж│,1350000,,йY╣Dенн▒,42.24,1350000,,RPOOMLMLNHMFFDF08CA
ж┴дю░╧,дgжa,╛юмьмq╛юмьдpмq241~270жa╕╣,1207.71,,дsйYжaлOи|░╧,д■║╪л╪┐vе╬жa,1060501,дgжa12л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,12800000,10599,,0.0,0,,RPRPMLNLNHMFFDF58CA
ж┴дю░╧,дgжa,╛юмьмq╛юмьдpмq241~270жa╕╣,1207.71,,дsйYжaлOи|░╧,д■║╪л╪┐vе╬жa,1060501,дgжa12л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,12709440,10524,,0.0,0,,RPSPMLNLNHMFFDF68CA
ж┴дю░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елж┴дю░╧╖s╗Oдн╕Їд@мq61~90╕╣,23.99,дu,,,1060401,дgжa1л╪кл1иожь2,дQе|╝h,дGдQд@╝h,┐ьд╜░╙╖~дj╝╙,дu░╙е╬,┐√│y,0830330,370.67,3,0,0,ж│,ж│,25500000,68794,йY╣Dенн▒,63.02,0,,RPQNMLLLNHMFFDF08CA
кўдs░╧,дgжa,╕Uжшмq961~990жa╕╣,1375.5,╣A,,,1060301,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,4067000,2957,,0.0,0,,RPROMLSKNHMFFDF88CA
ж┴дю░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елж┴дю░╧к°┐│╡єдGмq61~90╕╣,24.42,жэ,,,1060401,дgжa1л╪кл1иожь1,дE╝h,дQд@╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,игифеL╡n░Oи╞╢╡,1050919,164.0,3,2,2,ж│,ж│,11500000,75943,йY╣Dенн▒,32.98,1550000,,RPVNMLSKNHMFFDF56CA
╖sй▒░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел╖sй▒░╧─_▒j╕Ї1~30╕╣,25.27,░╙,,,1060501,дgжa1л╪кл1иожь2,дQдн╝h,дGдQдE╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√░й┐√╡м▓V╛одg│y,1030121,305.25,0,0,0,╡L,╡L,52100000,170680,йY╣Dенн▒,58.16,0,,RPRNMLMKOHMFFCF18CA
╖sй▒░╧,й╨жa(дgжa+л╪кл),╖sе_ел╖sй▒░╧╖sпQ╕Їд@мq11л╤1з╦1~30╕╣,35.86,жэ,,,1060301,дgжa1л╪кл1иожь0,д@╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0710626,93.52,3,1,1,ж│,╡L,9000000,96236,,0.0,0,,RPPOMLQLNHMFFCF48CA
╖sй▒░╧,дgжa,└Aиqмq91~120жa╕╣,91.09,ифеL,,,1060401,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2917157,32025,,0.0,0,(е]зt)д╜ж@│]мIлOпdжaдзецйЎбC,RPWOMLNLNHMFFCF88CA
╖sй▒░╧,й╨жa(дgжa+л╪кл),╖sе_ел╖sй▒░╧│╗л░дT╡є138л╤2з╦1~30╕╣,321.27,,дsйYжaлOи|░╧,д■║╪л╪┐vе╬жa,1060401,дgжa6л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,игифеL╡n░Oи╞╢╡,0980423,185.89,5,3,3,ж│,ж│,35500000,190973,,0.0,0,,RPVOMLOLNHMFFCF88CA
╖sй▒░╧,й╨жa(дgжa+л╪кл),╖sе_ел╖sй▒░╧жwй╛╕Ї57л╤1~30╕╣,15.73,жэ,,,1060401,дgжa1л╪кл1иожь0,дT╝h,дE╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0990831,77.66,3,1,2,ж│,ж│,7800000,100438,,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPOOMLSKNHMFFCF48CA
╖sй▒░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел╖sй▒░╧жw▓╗╕Ї69л╤31~60╕╣,116.42,,дsйYжaлOи|░╧,д■║╪л╪┐vе╬жa,1060401,дgжa7л╪кл1иожь1,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0950303,193.99,2,2,3,ж│,ж│,15200000,78355,йY╣Dенн▒,35.32,0,,RPWNMLSKNHMFFCF56CA
╖sй▒░╧,й╨жa(дgжa+л╪кл),╖sе_ел╖sй▒░╧е▌┬╫д╗╕Ї1~30╕╣,267.25,жэ,,,1060301,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,игифеL╡n░Oи╞╢╡,1050127,419.77,0,0,0,╡L,ж│,79500000,189389,,0.0,0,,RPOOMLRKNHMFFCF38CA
╖sй▒░╧,й╨жa(дgжa+л╪кл),╖sе_ел╖sй▒░╧╝s┐│╕Ї1~30╕╣,174.0,ифеL,,,1060401,дgжa2л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,е[▒j┐j│y,0710227,160.14,2,2,2,ж│,╡L,7450000,46522,,0.0,0,,RPRPMLMLNHMFFCF38CA
╖sй▒░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел╖sй▒░╧жw▓╗╕Ї147л╤31~60╕╣,75.62,,дsйYжaлOи|░╧,д■║╪л╪┐vе╬жa,1060401,дgжa1л╪кл1иожь1,дQе|╝h,дQд╗╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0830421,170.22,4,2,2,ж│,ж│,6800000,39948,йY╣Dенн▒,0.0,0,,RPXNMLTKNHMFFCF76CA
╖sй▒░╧,й╨жa(дgжa+л╪кл),╖sе_ел╖sй▒░╧е_йy╕ЇдGмq30л╤5з╦1~30╕╣,18.08,жэ,,,1060301,дgжa1л╪кл1иожь0,дT╝h,дQдн╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0991119,127.14000000000001,3,2,2,ж│,ж│,10000000,78653,,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪клбCж@ж│дH╝╞2дH,RPOOMLTKNHMFFCF58CA
╖sй▒░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел╖sй▒░╧╖╦╢щ╕Ї331~360╕╣,12.36,жэ,,,1051201,дgжa1л╪кл1иожь1,дн╝h,дQе|╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0921201,134.81,3,2,2,ж│,ж│,15500000,114977,йY╣Dенн▒,29.87,0,зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPQOMLTKNHMFFCF78CA
╖sй▒░╧,й╨жa(дgжa+л╪кл),╖sе_ел╖sй▒░╧╖sе═╡є13л╤31~60╕╣,30.64,жэ,,,1060401,дgжa1л╪кл1иожь0,дT╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0820318,118.52000000000001,3,2,2,ж│,╡L,11100000,93655,,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPROMLTKNHMFFCF88CA
╖sй▒░╧,й╨жa(дgжa+л╪кл),╖sе_ел╖sй▒░╧е├жw╡є83л╤3з╦1~30╕╣,17.71,жэ,,,1060401,дgжa1л╪кл1иожь0,д@╝h,дQдT╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0820310,98.72,3,2,2,ж│,ж│,9500000,96232,,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPVOMLTKNHMFFCF66CA
╖sй▒░╧,дgжa,дд╡╪мq961~990жa╕╣,173.48,ифеL,,,1060501,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,39465646,227494,,0.0,0,(е]зt)д╜ж@│]мIлOпdжaдзецйЎбC,RPROMLNLNHMFFCF38CA
╖sй▒░╧,дgжa,дд╡╪мq601~630жa╕╣,926.58,ифеL,,,1060401,дgжa18л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,74570000,80479,,0.0,0,,RPRPMLMKOHMFFCF38CA
╖sй▒░╧,дgжa,жцмFмq721~750жa╕╣,2123.89,ифеL,,,1060401,дgжa45л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,207880000,97877,,0.0,0,,RPVOMLNKOHMFFCF78CA
╖sй▒░╧,й╨жa(дgжa+л╪кл),╖sе_ел╖sй▒░╧е_йy╕ЇдGмq511~540╕╣,16.06,жэ,,,1060401,дgжa1л╪кл1иожь0,дE╝h,дQ╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0930115,100.38,3,2,2,ж│,ж│,6900000,68739,,0.0,0,,RPWNMLRJOHMFFCF09CA
ж┴дю░╧,иожь,╖sе_елж┴дю░╧║╓╝wдG╕Ї331~360╕╣,11.13,ифеL,,,1060501,дgжa0л╪кл0иожь1,жaдUдG╝h,д╗╝h,ифеL,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0810701,51.3,0,0,0,ж│,ж│,900000,,йY╣Dенн▒,51.3,900000,,RPQOMLSKNHMFFDF78CA
╕Uи╜░╧,й╨жa(дgжa+л╪кл),╖sе_ел╕Uи╜░╧дпдн╡є1~30╕╣,30.79,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060501,дgжa1л╪кл1иожь0,дG╝h,е|╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0690627,107.54,3,2,2,ж│,╡L,1730000,16087,,0.0,0,,RPPNMLTKNHMFFDF68CA
ж┴дю░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елж┴дю░╧╖s╗Oдн╕Їд@мq91~120╕╣,34.44,дu,,,1060401,дgжa2л╪кл1иожь1,дGдQдK╝h,дTдQдн╝h,╝t┐ь,дu╖~е╬,игифеL╡n░Oи╞╢╡,1031013,496.55,0,0,0,╡L,ж│,45200000,91028,йY╣Dенн▒,37.1,0,,RPPNMLMLNHMFFDF08CA
ж┴дю░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елж┴дю░╧лCдs╕Ї1~30╕╣,13.84,жэ,,,1060301,дgжa1л╪кл1иожь1,дC╝h,дQе|╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0900119,155.05,3,2,2,ж│,ж│,12950000,83527,йY╣Dенн▒,0.0,0,,RPQNMLMLNHMFFDF18CA
╖sй▒░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел╖sй▒░╧дде┐╕Ї691~720╕╣,30.52,жэ,,,1060301,дgжa1л╪кл1иожь1,дE╝h,дQе|╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,игифеL╡n░Oи╞╢╡,1050912,259.68,3,2,3,ж│,ж│,36360000,154936,йY╣Dенн▒,36.62,1800000,,RPPNMLTKOHMFFCF68CA
╖sй▒░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел╖sй▒░╧жw┐│╕Ї1~30╕╣,8.01,жэ,,,1060201,дgжa1л╪кл1иожь1,дQ╝h,дGдQд@╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0840513,84.98,1,2,1,ж│,ж│,5850000,68840,йY╣D╛ў▒ё,24.23,0,,RPVOMLPKOHMFFCF98CA
ж┴дю░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елж┴дю░╧е┴▒┌дн╡є31~60╕╣,23.28,жэ,,,1060401,дgжa1л╪кл1иожь1,дT╝h,дQдG╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0950815,124.56,3,2,2,ж│,ж│,11000000,88311,йY╣Dенн▒,18.27,0,,RPTPMLNLNHMFFDF78CA
ж┴дю░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елж┴дю░╧дд┐│╕Ї211~240╕╣,14.65,жэ,,,1060401,дgжa1л╪кл1иожь1,дQдG╝h,дQдG╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),░╙╖~е╬,┐√╡м▓V╛одg│y,0891108,137.49,2,2,1,ж│,ж│,10400000,75642,йY╣D╛ў▒ё,28.85,0,,RPVPMLMLNHMFFDF88CA
ж┴дю░╧,й╨жa(дgжa+л╪кл),╖sе_елж┴дю░╧ж┴╕U╕ЇдGмq228л╤31з╦91~120╕╣,38.99,,дsйYжaлOи|░╧,д■║╪л╪┐vе╬жa,1060501,дgжa1л╪кл1иожь0,дн╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0841009,104.94,3,2,2,ж│,ж│,2450000,23347,,0.0,0,╖х▓лклеєдзецйЎбC,RPWNMLNLNHMFFDF88CA
ж┴дю░╧,иожь,╖sе_елж┴дю░╧╝╠╛Ёд@╕Ї1~30╕╣,0.77,жэ,,,1060501,дgжa0л╪кл0иожь1,,,ифеL,,,,28.12,0,0,0,ж│,ж│,1350000,,йY╣Dенн▒,28.12,1350000,,RPTOMLPLNHMFFDF88CA
ж┴дю░╧,й╨жa(дgжa+л╪кл),╖sе_елж┴дю░╧дЇ╖╜╕Їд@мq211~240╕╣,42.0,жэ,,,1060401,дgжa1л╪кл1иожь0,д@╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0840114,145.67,3,2,2,ж│,╡L,13000000,89243,,0.0,0,,RPRQMLNLNHMFFDF68CA
ж┴дю░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елж┴дю░╧╖s╗Oдн╕Їд@мq271~300╕╣,11.55,жэ,,,1060401,дgжa2л╪кл1иожь1,дQдC╝h,дGдQдE╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1040331,200.12,3,2,2,ж│,ж│,22500000,112433,йY╣Dенн▒,26.47,0,,RPSNMLPLNHMFFDF68CA
╕Uи╜░╧,дgжa,е_░Ємq1261~1290жa╕╣,217.42,ифеL,,,1060401,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,300000,1380,,0.0,0,,RPWNMLPLNHMFFDF09CA
кўдs░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елкўдs░╧дsл░╕Ї10л╤31~60╕╣,163.86,,дsйYжaлOи|░╧,д■║╪л╪┐vе╬жa,1060501,дgжa1л╪кл1иожь1,е■,дн╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0860512,238.67,5,2,4,ж│,ж│,6500000,27234,йY╣Dенн▒,0.0,0,,RPRNMLQLOHMFFDF78CA
ж┴дю░╧,й╨жa(дgжa+л╪кл),╖sе_елж┴дю░╧╝╠╛Ёд@╕Ї1л╤1~30╕╣,5.41,жэ,,,1060401,дgжa1л╪кл1иожь0,дQд@╝h,дQдG╝h,оMй╨(1й╨1╞U1╜├),жэоaе╬,┐√╡м▓V╛одg│y,0870418,30.79,1,1,1,ж│,ж│,4160000,135109,,0.0,0,╢зеxе~▒└.зи╝h╝Wл╪,RPPQMLMJOHMFFDF28CA
дKи╜░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елдKи╜░╧░╙┤ф╕Ї61~90╕╣,21.32,жэ,,,1060401,дgжa1л╪кл1иожь1,е|╝h,дQдE╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1040306,137.29000000000002,2,2,1,ж│,ж│,7450000,57050,йY╣Dенн▒,32.47,1470000,,RPORMLQKOHMFFEF88CA
▓HдЇ░╧,й╨жa(дgжa+л╪кл),╖sе_ел▓HдЇ░╧дде┐кF╕ЇдGмq61~90╕╣,2.36,░╙,,,1060301,дgжa2л╪кл1иожь0,дQдG╝h,дTдQдT╝h,оMй╨(1й╨1╞U1╜├),жэоaе╬,┐√░й┐√╡м▓V╛одg│y,0880704,37.39,1,1,1,ж│,ж│,4600000,123028,,0.0,0,зtзи╝hбBдGж╕мIдu╢зеxе~▒└,RPOOMLTKOHMFFEF88CA
▓HдЇ░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел▓HдЇ░╧└╪о№╕Їд@мq306л╤1~30╕╣,39.67,жэ,,,1060401,дgжa1л╪кл2иожь2,дE╝h,дQдн╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0980713,314.69,4,2,3,ж│,ж│,15500000,49255,йY╣Dенн▒,64.64,0,дGдсе┤│qи╧е╬,RPUNMLKLOHMFFEF58CA
─кмw░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел─кмw░╧дTе┴╕Ї26л╤31~60╕╣,21.76,жэ,,,1060419,дgжa1л╪кл1иожь1,д╗╝h,дK╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0830915,136.82,3,2,2,ж│,ж│,12000000,87706,йY╣Dенн▒,0.0,0,,RPQNMLTKNHMFFGF09CA
дTнл░╧,дgжa,дхд╞е_мq1051~1080жa╕╣,30.08,░╙,,,1060425,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,5600000,186170,,0.0,0,,RPRPMLTKNHMFFGF76CA
дTнл░╧,й╨жa(дgжa+л╪кл),╖sе_елдTнл░╧дOжц╕Їд@мq178л╤1~30╕╣,18.6,жэ,,,1060421,дgжa2л╪кл1иожь0,дн╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0720129,80.54,2,1,1,ж│,╡L,6250000,77601,,0.0,0,,RPOQMLTKNHMFFGF56CA
дTнл░╧,й╨жa(дgжa+л╪кл),╖sе_елдTнл░╧нл╖s╕ЇдTмq121~150╕╣,12.19,░╙,,,1060412,дgжa1л╪кл1иожь0,дK╝h,дQдG╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0850131,126.96000000000001,3,2,1,ж│,ж│,12000000,94518,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPPQMLTKNHMFFGF66CA
